rosbagTimestamp,time,x,y,z
1505948939881183778,0.00724911689758,-1.52394497395,-0.049451507628,0.484305799007
1505948939887456050,0.0135219097137,-1.52393102646,-0.049479033798,0.48431751132
1505948939894760061,0.0208468437195,-1.52391731739,-0.049725189805,0.484338492155
1505948939901001902,0.0271246433258,-1.52391731739,-0.049725189805,0.484338492155
1505948939907317210,0.0333833694458,-1.52398300171,-0.0496407225728,0.484172701836
1505948939914598822,0.0406727790833,-1.52383255959,-0.0492962449789,0.484669923782
1505948939920811306,0.0469198226929,-1.52383255959,-0.0492962449789,0.484669923782
1505948939928123540,0.0542254447937,-1.52378678322,-0.0491673946381,0.484915107489
1505948939934571063,0.0606062412262,-1.52372443676,-0.0488378554583,0.485067129135
1505948939940821046,0.0669283866882,-1.52377355099,-0.0493651777506,0.48487752676
1505948939947681605,0.0732395648956,-1.52377355099,-0.0493651777506,0.48487752676
1505948939954396049,0.0804381370544,-1.52377355099,-0.0493651777506,0.48487752676
1505948939961024756,0.0866661071777,-1.52406442165,-0.0495245978236,0.484006375074
1505948939967677911,0.09388422966,-1.52390706539,-0.049430064857,0.484485954046
1505948939973928988,0.100064754486,-1.52355492115,-0.0492224283516,0.48554572463
1505948939981169702,0.107290506363,-1.5234862566,-0.049196343869,0.485707014799
1505948939987322328,0.113510131836,-1.5234862566,-0.049196343869,0.485707014799
1505948939994543406,0.120716810226,-1.52323329449,-0.0491598322988,0.486496299505
1505948940000766432,0.126942396164,-1.52180147171,-0.0488498173654,0.49074524641
1505948940008012774,0.134146690369,-1.52180147171,-0.0488498173654,0.49074524641
1505948940014208921,0.140384674072,-1.51839005947,-0.0493089556694,0.500373840332
1505948940020320224,0.146508932114,-1.51839005947,-0.0493089556694,0.500373840332
1505948940027557821,0.153719425201,-1.51592326164,-0.0496070161462,0.507427513599
1505948940033678526,0.1598508358,-1.5084965229,-0.0497431904078,0.527744948864
1505948940040919646,0.167063713074,-1.50120377541,-0.0505022443831,0.547242939472
1505948940047037339,0.173216581345,-1.50120377541,-0.0505022443831,0.547242939472
1505948940054315726,0.180485963821,-1.48552250862,-0.0483520552516,0.585989296436
1505948940060582216,0.186737775803,-1.48552250862,-0.0483520552516,0.585989296436
1505948940067797519,0.19398355484,-1.4735224247,-0.0472054742277,0.613361358643
1505948940074067714,0.200241088867,-1.46885573864,-0.0456221401691,0.623425841331
1505948940081289027,0.207470417023,-1.45704448223,-0.0422177836299,0.648017287254
1505948940087541318,0.213715314865,-1.45704448223,-0.0422177836299,0.648017287254
1505948940093708592,0.219875335693,-1.44639778137,-0.0388236492872,0.668480336666
1505948940100904344,0.227081775665,-1.44639778137,-0.0388236492872,0.668480336666
1505948940107013610,0.233203172684,-1.42848443985,-0.0313014313579,0.70058119297
1505948940114290730,0.240448236465,-1.42412316799,-0.0316420048475,0.707207739353
1505948940120494561,0.246665477753,-1.41621267796,-0.0292468555272,0.718381106853
1505948940127724019,0.253904104233,-1.41621267796,-0.0292468555272,0.718381106853
1505948940134000547,0.260145902634,-1.41018712521,-0.0289084222168,0.724842071533
1505948940141207509,0.267375707626,-1.40183460712,-0.0265019778162,0.73517036438
1505948940147411935,0.27357673645,-1.40183460712,-0.0265019778162,0.73517036438
1505948940154664133,0.280836820602,-1.39649796486,-0.0317568518221,0.738537549973
1505948940160904407,0.28706073761,-1.39146721363,-0.0343151055276,0.740980744362
1505948940166992240,0.293170452118,-1.39146721363,-0.0343151055276,0.740980744362
1505948940174211527,0.300394535065,-1.38871741295,-0.0379841066897,0.73804473877
1505948940180310036,0.306513547897,-1.38871741295,-0.0379841066897,0.73804473877
1505948940187538986,0.313712358475,-1.38723194599,-0.0418895147741,0.727891206741
1505948940193687576,0.31987285614,-1.38526749611,-0.0417821966112,0.726884901524
1505948940200940549,0.327109336853,-1.38463687897,-0.0423045307398,0.718221783638
1505948940207187933,0.333354711533,-1.38463687897,-0.0423045307398,0.718221783638
1505948940214413351,0.340585708618,-1.38636600971,-0.0356677956879,0.705013155937
1505948940220618918,0.346774816513,-1.38636600971,-0.0356677956879,0.705013155937
1505948940227871836,0.354060411453,-1.38850188255,-0.0313948094845,0.689836382866
1505948940234122713,0.360286951065,-1.391092062,-0.0188086014241,0.667132556438
1505948940241372466,0.367526292801,-1.39312922955,-0.0180238597095,0.656296253204
1505948940247581053,0.373764514923,-1.39312922955,-0.0180238597095,0.656296253204
1505948940253834566,0.380008220673,-1.39426028728,-0.00832883547992,0.640552580357
1505948940261040850,0.387219667435,-1.39433646202,-0.00324857607484,0.626418054104
1505948940267372918,0.393504619598,-1.39433646202,-0.00324857607484,0.626418054104
1505948940274542490,0.400713205338,-1.39369547367,-0.000129360705614,0.613413691521
1505948940280793062,0.406954526901,-1.39213979244,0.00231133308262,0.601714134216
1505948940288103568,0.414235830307,-1.39213979244,0.00231133308262,0.601714134216
1505948940294310983,0.420495510101,-1.38982367516,0.00202071177773,0.591315150261
1505948940300479651,0.426686286926,-1.38982367516,0.00202071177773,0.591315150261
1505948940307677596,0.433873176575,-1.38513946533,0.00229261606,0.58637201786
1505948940313927155,0.440100908279,-1.3773471117,-0.00288691930473,0.579949021339
1505948940321221754,0.447364807129,-1.37412559986,-0.00224191322923,0.579116046429
1505948940327500197,0.45361995697,-1.37412559986,-0.00224191322923,0.579116046429
1505948940334722701,0.460887670517,-1.36993551254,-0.00404221564531,0.572329223156
1505948940340951999,0.467101812363,-1.36507189274,-0.00631626136601,0.566423714161
1505948940347199976,0.473351240158,-1.36507189274,-0.00631626136601,0.566423714161
1505948940354464856,0.480623483658,-1.35712134838,0.000229174271226,0.558987557888
1505948940360727858,0.486878871918,-1.35394632816,0.00212399847806,0.557382464409
1505948940367973365,0.494116783142,-1.35394632816,0.00212399847806,0.557382464409
1505948940374198378,0.500359296799,-1.34737145901,0.0102318981662,0.554876029491
1505948940380354031,0.506504297256,-1.34449076653,0.0187471993268,0.542897880077
1505948940387660047,0.51379776001,-1.34449076653,0.0187471993268,0.542897880077
1505948940394074104,0.52007484436,-1.34104955196,0.0233155153692,0.531793057919
1505948940401188456,0.527363061905,-1.33505260944,0.033428773284,0.526408970356
1505948940407420494,0.533596992493,-1.33505260944,0.033428773284,0.526408970356
1505948940414598970,0.540803194046,-1.3308173418,0.0399586372077,0.505401909351
1505948940420824962,0.547021627426,-1.3308173418,0.0399586372077,0.505401909351
1505948940428041208,0.554210662842,-1.32523846626,0.0440906509757,0.498563706875
1505948940434323031,0.560491323471,-1.323335886,0.0439199842513,0.491887360811
1505948940440521210,0.566692829132,-1.31812369823,0.0452029332519,0.484400421381
1505948940447710170,0.573909282684,-1.31812369823,0.0452029332519,0.484400421381
1505948940453897305,0.580088376999,-1.31260037422,0.0451846420765,0.475962996483
1505948940461110697,0.587275743484,-1.30297648907,0.0417836010456,0.467397689819
1505948940467356425,0.593523025513,-1.30297648907,0.0417836010456,0.467397689819
1505948940474563855,0.60070681572,-1.29866290092,0.0435877069831,0.46740308404
1505948940480788471,0.606934309006,-1.29382789135,0.040278121829,0.456734061241
1505948940488017359,0.614170789719,-1.29382789135,0.040278121829,0.456734061241
1505948940494212785,0.620374917984,-1.28741002083,0.0372006669641,0.450371623039
1505948940500379964,0.626540184021,-1.28741002083,0.0372006669641,0.450371623039
1505948940507623051,0.63377571106,-1.27923488617,0.0406722202897,0.448535323143
1505948940513846817,0.639998674393,-1.27201557159,0.0417175069451,0.442998528481
1505948940521073393,0.647241592407,-1.26622569561,0.0439200550318,0.433620989323
1505948940527312148,0.653470039368,-1.26622569561,0.0439200550318,0.433620989323
1505948940534523310,0.660684585571,-1.25747406483,0.0475575998425,0.41789701581
1505948940540713932,0.666900634766,-1.25430560112,0.0498995929956,0.413461983204
1505948940547983735,0.6741335392,-1.25430560112,0.0498995929956,0.413461983204
1505948940554261747,0.68038225174,-1.24435818195,0.0546859800816,0.399808883667
1505948940560351047,0.68651509285,-1.23694443703,0.0592458695173,0.392728984356
1505948940567639858,0.693765640259,-1.23694443703,0.0592458695173,0.392728984356
1505948940573839905,0.700008869171,-1.23332333565,0.0612565353513,0.388579368591
1505948940581052925,0.707244634628,-1.22574341297,0.0612079761922,0.382081747055
1505948940587329298,0.713492393494,-1.22574341297,0.0612079761922,0.382081747055
1505948940594545943,0.72071313858,-1.21852970123,0.0608359575272,0.373952776194
1505948940600806901,0.726976633072,-1.21033298969,0.0584778115153,0.369301557541
1505948940608072028,0.734235525131,-1.21033298969,0.0584778115153,0.369301557541
1505948940614315652,0.740486621857,-1.20265698433,0.0559135600924,0.362670809031
1505948940620584822,0.746720075607,-1.20265698433,0.0559135600924,0.362670809031
1505948940627765002,0.75394320488,-1.19394898415,0.0527347363532,0.358118385077
1505948940633927130,0.760115385056,-1.18071746826,0.0496900565922,0.352485358715
1505948940641203627,0.767364263535,-1.17763972282,0.0483325347304,0.345931082964
1505948940647441792,0.773608922958,-1.17763972282,0.0483325347304,0.345931082964
1505948940654883566,0.780910015106,-1.16882348061,0.0464144572616,0.340368688107
1505948940661299464,0.787320375443,-1.16047632694,0.0456932745874,0.333808064461
1505948940667681898,0.793678760529,-1.16047632694,0.0456932745874,0.333808064461
1505948940673890169,0.799920082092,-1.1495064497,0.0456409342587,0.334629952908
1505948940681241434,0.80727148056,-1.14349746704,0.044797796756,0.319425165653
1505948940687549467,0.813572406769,-1.14349746704,0.044797796756,0.319425165653
1505948940694828152,0.820877075195,-1.13397622108,0.0478789582849,0.313472270966
1505948940702504779,0.828402996063,-1.13397622108,0.0478789582849,0.313472270966
1505948940707799904,0.833759784698,-1.1214427948,0.0484346300364,0.300152033567
1505948940714079237,0.840080022812,-1.11725234985,0.0372429303825,0.299227774143
1505948940721397394,0.847401857376,-1.10781896114,0.0477418266237,0.289447009563
1505948940727715028,0.853721141815,-1.10781896114,0.0477418266237,0.289447009563
1505948940734055867,0.860105991364,-1.09932088852,0.0455240383744,0.280025303364
