rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1504629903737507030,,24923,,1504629903,737354785,world,,,-2.33996939659,-0.655905008316,0.0401102751493,,-0.0138397896662,-0.0014674894046,-0.183369517326,0.982945561409
1504629903747708362,,24924,,1504629903,747590517,world,,,-2.33996200562,-0.655994594097,0.0400886647403,,-0.0133672133088,-0.00129850162193,-0.183141112328,0.98299497366
1504629903747716256,,24925,,1504629903,747609118,world,,,-2.33996772766,-0.655912041664,0.0400980859995,,-0.013947673142,-0.00132706563454,-0.183447405696,0.982929706573
1504629903757999790,,24926,,1504629903,757872149,world,,,-2.33996868134,-0.655996263027,0.040069680661,,-0.0133077446371,-0.00136804033536,-0.183144658804,0.98299497366
1504629903768266090,,24927,,1504629903,768101222,world,,,-2.33998656273,-0.655901610851,0.0401012226939,,-0.0139498859644,-0.0012892697705,-0.183370739222,0.982944071293
1504629903768276508,,24928,,1504629903,768117577,world,,,-2.33996534348,-0.655968308449,0.040098272264,,-0.0134890647605,-0.00147014972754,-0.183117568493,0.98299741745
1504629903777439477,,24929,,1504629903,777357527,world,,,-2.33995962143,-0.65597319603,0.040096540004,,-0.0134790576994,-0.00137032789644,-0.183106645942,0.982999682426
1504629903787731157,,24930,,1504629903,787595884,world,,,-2.33997535706,-0.655895650387,0.0401187539101,,-0.0139028867707,-0.0012119775638,-0.18337033689,0.982944905758
1504629903787742650,,24931,,1504629903,787611074,world,,,-2.33997511864,-0.655887424946,0.0401124097407,,-0.0138153526932,-0.00120654294733,-0.183380961418,0.982944071293
1504629903797991650,,24932,,1504629903,797863451,world,,,-2.33995866776,-0.655957221985,0.0400880612433,,-0.0134184714407,-0.00146151334047,-0.1831138134,0.98299908638
1504629903808267491,,24933,,1504629903,808136563,world,,,-2.33997678757,-0.655900537968,0.0401009134948,,-0.0139932343736,-0.0012562883785,-0.183394253254,0.982939124107
1504629903808279092,,24934,,1504629903,808156997,world,,,-2.33995342255,-0.655963420868,0.0400921180844,,-0.0134544558823,-0.00135002692696,-0.183103352785,0.98300075531
1504629903817572706,,24935,,1504629903,817427503,world,,,-2.33995723724,-0.65598064661,0.0400787480175,,-0.0133679751307,-0.00137318111956,-0.183096110821,0.9830031991
1504629903827808036,,24936,,1504629903,827664721,world,,,-2.3399708271,-0.655915439129,0.0400924198329,,-0.0139119569212,-0.00142416718882,-0.183388963342,0.982941031456
1504629903827816182,,24937,,1504629903,827681699,world,,,-2.33994531631,-0.655990600586,0.0400839336216,,-0.0134866936132,-0.00133187684696,-0.183102652431,0.983000457287
1504629903838104271,,24938,,1504629903,837929996,world,,,-2.33995079994,-0.655979573727,0.0400847643614,,-0.0134675037116,-0.00121383718215,-0.183108344674,0.982999742031
1504629903847272748,,24939,,1504629903,847111105,world,,,-2.33995294571,-0.655898988247,0.040087480098,,-0.013954102993,-0.00123680348042,-0.183496668935,0.982920587063
1504629903847282712,,24940,,1504629903,847131059,world,,,-2.33996248245,-0.655998706818,0.0400612391531,,-0.0133713092655,-0.00112056091893,-0.183327466249,0.982960402966
1504629903857442982,,24941,,1504629903,857352565,world,,,-2.33994674683,-0.656010329723,0.04007576406,,-0.0133686177433,-0.00125491141807,-0.183002814651,0.983020722866
1504629903867834621,,24942,,1504629903,867689849,world,,,-2.33994603157,-0.656006991863,0.0400788746774,,-0.0133969318122,-0.00126694701612,-0.183059334755,0.983009815216
1504629903867852298,,24943,,1504629903,867705989,world,,,-2.3399374485,-0.655993461609,0.0400818139315,,-0.0134456977248,-0.00132689788006,-0.182989284396,0.983022093773
1504629903878051340,,24944,,1504629903,877933532,world,,,-2.33994579315,-0.655913710594,0.040103379637,,-0.0140091497451,-0.00113055016845,-0.183403000236,0.982937335968
1504629903888424375,,24945,,1504629903,888183036,world,,,-2.33993077278,-0.65599822998,0.0400877557695,,-0.0133519880474,-0.00121543253772,-0.18303757906,0.983014583588
1504629903888440775,,24946,,1504629903,888217442,world,,,-2.33995199203,-0.655919194221,0.0400987006724,,-0.0139520773664,-0.00113691878505,-0.183478578925,0.982924044132
1504629903897715247,,24947,,1504629903,897492757,world,,,-2.33994460106,-0.655905127525,0.0401021912694,,-0.0139908865094,-0.00117404956836,-0.183362394571,0.982945203781
1504629903908008610,,24948,,1504629903,907794254,world,,,-2.33994317055,-0.655890345573,0.040112208575,,-0.0139516023919,-0.00114493339788,-0.183325216174,0.982952654362
1504629903908129302,,24949,,1504629903,907824626,world,,,-2.33993268013,-0.655888259411,0.0401058569551,,-0.0140136769041,-0.00121670344379,-0.183344960213,0.982948064804
1504629903918285934,,24950,,1504629903,918114946,world,,,-2.33993673325,-0.655903160572,0.0401036404073,,-0.0141418976709,-0.00108835636638,-0.183431640267,0.982930183411
1504629903927466359,,24951,,1504629903,927329982,world,,,-2.33994460106,-0.655896961689,0.0401016250253,,-0.0138356713578,-0.00108690327033,-0.183342292905,0.98295122385
1504629903927476915,,24952,,1504629903,927347946,world,,,-2.33994650841,-0.655908763409,0.0401155985892,,-0.0141029898077,-0.00124019081704,-0.183328464627,0.982949793339
1504629903937757017,,24953,,1504629903,937611614,world,,,-2.33993816376,-0.655893743038,0.0401102937758,,-0.0140568269417,-0.00132063473575,-0.183405652642,0.982935965061
1504629903948065519,,24954,,1504629903,947908516,world,,,-2.33993196487,-0.655888199806,0.0401143580675,,-0.0140473470092,-0.00125965243205,-0.183382228017,0.982940554619
1504629903948076057,,24955,,1504629903,947927069,world,,,-2.33994174004,-0.65589094162,0.0401154495776,,-0.0139219351113,-0.00126715272199,-0.183331772685,0.982951700687
1504629903957278459,,24956,,1504629903,957132694,world,,,-2.33991885185,-0.655970036983,0.0401089042425,,-0.0134617527947,-0.00123658671509,-0.183138251305,0.982994318008
1504629903967544348,,24957,,1504629903,967403364,world,,,-2.33992886543,-0.655975997448,0.040100492537,,-0.0135543961078,-0.00125026050955,-0.183132216334,0.98299407959
1504629903967627378,,24958,,1504629903,967419021,world,,,-2.33994746208,-0.655886828899,0.0401243828237,,-0.0138874696568,-0.00112142122816,-0.183339327574,0.982950985432
1504629903977705310,,24959,,1504629903,977640652,world,,,-2.33992886543,-0.655973792076,0.0401110649109,,-0.013459824957,-0.00124979787506,-0.183081716299,0.983004748821
1504629903988040613,,24960,,1504629903,987894925,world,,,-2.33994460106,-0.655889928341,0.0401202626526,,-0.0139958839864,-0.00117461197078,-0.183359280229,0.982945680618
1504629903988050642,,24961,,1504629903,987909681,world,,,-2.33993697166,-0.65591108799,0.04010964185,,-0.0139923440292,-0.00123849429656,-0.183277204633,0.982960999012
1504629903998225082,,24962,,1504629903,998139583,world,,,-2.33993911743,-0.65591853857,0.0401104204357,,-0.01387212798,-0.00119598326273,-0.18325740099,0.98296636343
1504629903998234192,,24963,,1504629903,998149096,world,,,-2.33993005753,-0.655911922455,0.0401218906045,,-0.0139001673087,-0.00119801273104,-0.183311209083,0.982955932617
1504629904007560836,,24964,,1504629904,7411403,world,,,-2.33993148804,-0.655914604664,0.0401156172156,,-0.0139621747658,-0.00123939674813,-0.183367460966,0.98294454813
1504629904017810295,,24965,,1504629904,17667013,world,,,-2.33992791176,-0.655912280083,0.0401088483632,,-0.0139533737674,-0.00129559019115,-0.183333083987,0.982951045036
1504629904028091718,,24966,,1504629904,27936920,world,,,-2.33993959427,-0.6559060812,0.0401058420539,,-0.0141164138913,-0.00124202121515,-0.183396577835,0.982936859131
1504629904028101905,,24967,,1504629904,27955415,world,,,-2.33992576599,-0.656001746655,0.0400825552642,,-0.0135942930356,-0.00135413766839,-0.183135777712,0.982992708683
1504629904037296788,,24968,,1504629904,37158110,world,,,-2.33993458748,-0.655930280685,0.0401109866798,,-0.0140766697004,-0.00117696844973,-0.183397814631,0.982937395573
1504629904047580432,,24969,,1504629904,47432383,world,,,-2.33991479874,-0.655999898911,0.0401037745178,,-0.0136047741398,-0.00136110733729,-0.183137863874,0.982992231846
1504629904047591306,,24970,,1504629904,47449500,world,,,-2.33992576599,-0.655995428562,0.0401083007455,,-0.0135701037943,-0.00117506831884,-0.183322623372,0.982958495617
1504629904057813923,,24971,,1504629904,57656302,world,,,-2.3399450779,-0.65593111515,0.0401096567512,,-0.0139164561406,-0.00108789547812,-0.183445781469,0.982930719852
1504629904068047395,,24972,,1504629904,67909316,world,,,-2.33993196487,-0.656011641026,0.0401087217033,,-0.0135903153569,-0.00128544820473,-0.183014571667,0.983015418053
1504629904068060772,,24973,,1504629904,67990128,world,,,-2.33993124962,-0.656033813953,0.0401077792048,,-0.013482298702,-0.0013131032465,-0.18301987648,0.98301589489
1504629904077401063,,24974,,1504629904,77281011,world,,,-2.33991742134,-0.656012654305,0.0401059687138,,-0.0134089952335,-0.00132643606048,-0.183072462678,0.983007133007
1504629904087704027,,24975,,1504629904,87559911,world,,,-2.33991837502,-0.656001329422,0.0401072837412,,-0.0134758828208,-0.00132833328098,-0.183016180992,0.983016610146
1504629904087714849,,24976,,1504629904,87574338,world,,,-2.33992362022,-0.656002163887,0.0400978699327,,-0.0134395351633,-0.00120628019795,-0.183186322451,0.982985675335
1504629904097994446,,24977,,1504629904,97829673,world,,,-2.33992886543,-0.656003475189,0.0400880128145,,-0.0134683270007,-0.00135713687632,-0.183071017265,0.983006536961
1504629904108231996,,24978,,1504629904,108094721,world,,,-2.33994054794,-0.655915915966,0.0401165410876,,-0.0140236318111,-0.00121224182658,-0.183405414224,0.982936680317
1504629904108312447,,24979,,1504629904,108113658,world,,,-2.3399271965,-0.655997037888,0.0400984436274,,-0.0134745677933,-0.0011695807334,-0.183160841465,0.982989966869
1504629904117577254,,24980,,1504629904,117428180,world,,,-2.33992385864,-0.655985534191,0.0401017665863,,-0.0135238068178,-0.00134086899925,-0.183079093695,0.983004331589
1504629904127849131,,24981,,1504629904,127700048,world,,,-2.33992505074,-0.65599912405,0.0400924943388,,-0.013481169939,-0.00129204010591,-0.183107316494,0.982999682426
1504629904127860090,,24982,,1504629904,127716619,world,,,-2.33994674683,-0.655915856361,0.0400935858488,,-0.0140631720424,-0.00137331278529,-0.183363214135,0.982943713665
1504629904138125560,,24983,,1504629904,137970412,world,,,-2.33994793892,-0.655924737453,0.0401071421802,,-0.0139668304473,-0.00127111002803,-0.183363705873,0.982945144176
1504629904147342771,,24984,,1504629904,147187688,world,,,-2.33994460106,-0.655907809734,0.040119741112,,-0.0141046354547,-0.00128938420676,-0.183359563351,0.982943892479
1504629904147353090,,24985,,1504629904,147207912,world,,,-2.33992433548,-0.655972123146,0.0401024073362,,-0.0136640435085,-0.00134767557029,-0.183049857616,0.983007848263
1504629904157539470,,24986,,1504629904,157448449,world,,,-2.34047031403,-0.655611753464,0.0402247793972,,-0.00841464102268,-0.00124781182967,-0.180654793978,0.983509838581
1504629904167863196,,24987,,1504629904,167715800,world,,,-2.34047174454,-0.655629754066,0.0402179285884,,-0.00853674020618,-0.00133864022791,-0.180705279112,0.983499407768
1504629904167877228,,24988,,1504629904,167732356,world,,,-2.3404686451,-0.655589699745,0.0402621664107,,-0.00953484047204,-0.00110245111864,-0.181072175503,0.983423054218
1504629904178138487,,24989,,1504629904,177994983,world,,,-2.33993458748,-0.655908644199,0.0401040799916,,-0.0141778523102,-0.00125187274534,-0.183456882834,0.982924759388
1504629904178149498,,24990,,1504629904,178013596,world,,,-2.3399271965,-0.655983865261,0.0400671772659,,-0.0134974131361,-0.00113842473365,-0.183356240392,0.982953310013
1504629904187355397,,24991,,1504629904,187188042,world,,,-2.33992862701,-0.65600246191,0.0400758236647,,-0.0134167298675,-0.00126211857423,-0.183083802462,0.98300498724
1504629904197576650,,24992,,1504629904,197421471,world,,,-2.33995199203,-0.655926346779,0.0400954857469,,-0.0139608550817,-0.00119103037287,-0.183471679688,0.982925236225
1504629904207847823,,24993,,1504629904,207685333,world,,,-2.33995175362,-0.65591698885,0.0401012673974,,-0.0140497749671,-0.00127744663041,-0.183389246464,0.982939243317
1504629904207859126,,24994,,1504629904,207704938,world,,,-2.33995127678,-0.655910134315,0.0401000268757,,-0.0140202622861,-0.00116165052168,-0.183419421315,0.982934117317
1504629904218152137,,24995,,1504629904,217977062,world,,,-2.33995652199,-0.655906379223,0.0401081852615,,-0.013901441358,-0.0012734743068,-0.183411940932,0.982937097549
1504629904227338065,,24996,,1504629904,227170160,world,,,-2.33993935585,-0.655992805958,0.0400816574693,,-0.013496295549,-0.00128573994152,-0.183037310839,0.983012497425
1504629904227394286,,24997,,1504629904,227188115,world,,,-2.33994603157,-0.656017541885,0.040085349232,,-0.0134654706344,-0.00133664137684,-0.183051452041,0.983010292053
1504629904237626868,,24998,,1504629904,237497892,world,,,-2.33995175362,-0.655933141708,0.0400993712246,,-0.0141019802541,-0.00123303709552,-0.183407351375,0.982935070992
1504629904247950180,,24999,,1504629904,247793967,world,,,-2.33994293213,-0.655915856361,0.0401150844991,,-0.0140057532117,-0.00124484568369,-0.183339580894,0.982949078083
1504629904247961820,,25000,,1504629904,247814412,world,,,-2.3399245739,-0.655996263027,0.040089417249,,-0.0134004112333,-0.0013550480362,-0.182968437672,0.983026504517
1504629904258185091,,25001,,1504629904,258051105,world,,,-2.33995056152,-0.655914783478,0.0401034653187,,-0.0140017885715,-0.00125617359299,-0.183388590813,0.982940018177
1504629904258194924,,25002,,1504629904,258070111,world,,,-2.33994674683,-0.656004905701,0.040083091706,,-0.0135063650087,-0.00129464897327,-0.183250710368,0.982972681522
1504629904267500797,,25003,,1504629904,267347902,world,,,-2.33994150162,-0.655925214291,0.0401056259871,,-0.0140212355182,-0.00123994925525,-0.183390945196,0.982939302921
1504629904277821412,,25004,,1504629904,277666085,world,,,-2.33991789818,-0.655989706516,0.0400976091623,,-0.0134707000107,-0.00131944101304,-0.183141455054,0.982993483543
1504629904277832601,,25005,,1504629904,277685540,world,,,-2.33994221687,-0.655965149403,0.0400862321258,,-0.0135271279141,-0.00124230876099,-0.183374255896,0.982949316502
1504629904288098701,,25006,,1504629904,287948545,world,,,-2.33994555473,-0.655918419361,0.0400966741145,,-0.0139725385234,-0.00115276500583,-0.183426335454,0.982933461666
1504629904297196880,,25007,,1504629904,297092136,world,,,-2.33995008469,-0.656023621559,0.0400794744492,,-0.0132824424654,-0.00120076374151,-0.183068856597,0.983009636402
1504629904307543635,,25008,,1504629904,307375779,world,,,-2.33996605873,-0.655918478966,0.0401075854897,,-0.0139041487128,-0.00112980313133,-0.183494105935,0.98292183876
1504629904307552773,,25009,,1504629904,307395987,world,,,-2.33995127678,-0.655983567238,0.0401048101485,,-0.0135257197544,-0.0013052636059,-0.183053314686,0.98300909996
1504629904317793298,,25010,,1504629904,317651895,world,,,-2.33993387222,-0.655987560749,0.0400954149663,,-0.0135089131072,-0.00120058830362,-0.183077871799,0.983004868031
1504629904328024915,,25011,,1504629904,327883786,world,,,-2.33995008469,-0.655914008617,0.0401219651103,,-0.0139154950157,-0.00119518151041,-0.183414191008,0.982936561108
1504629904328035098,,25012,,1504629904,327905196,world,,,-2.33993768692,-0.655994653702,0.040111284703,,-0.013384190388,-0.0012960647,-0.183058574796,0.983010113239
1504629904338278578,,25013,,1504629904,338133589,world,,,-2.3399450779,-0.655913949013,0.0401199869812,,-0.0140899326652,-0.00131576415151,-0.183419078588,0.982933044434
1504629904338288452,,25014,,1504629904,338148513,world,,,-2.33994317055,-0.655900895596,0.0401310175657,,-0.0139494268224,-0.00118765293155,-0.183548599482,0.98291093111
1504629904347710819,,25015,,1504629904,347432920,world,,,-2.33992576599,-0.655980169773,0.040116392076,,-0.0135234380141,-0.0012529467931,-0.183267489076,0.982969284058
1504629904358000542,,25016,,1504629904,357749990,world,,,-2.33994913101,-0.655901610851,0.0401166789234,,-0.0141017669812,-0.00133152981289,-0.183439731598,0.982928931713
1504629904358027301,,25017,,1504629904,357782936,world,,,-2.33994054794,-0.655994415283,0.0401027388871,,-0.0134865781292,-0.00141274870839,-0.182999372482,0.983019530773
1504629904368461678,,25018,,1504629904,368158491,world,,,-2.33994150162,-0.655921757221,0.0401218980551,,-0.0139474375173,-0.00116025807802,-0.183541998267,0.982912242413
1504629904377851689,,25019,,1504629904,377625169,world,,,-2.33993601799,-0.655982494354,0.040096141398,,-0.0135506242514,-0.00125212746207,-0.18336135149,0.982951462269
1504629904377872931,,25020,,1504629904,377655639,world,,,-2.33993792534,-0.65597397089,0.0401011444628,,-0.0133837647736,-0.00110878085252,-0.18333132565,0.982959449291
1504629904388280216,,25021,,1504629904,387987470,world,,,-2.33994102478,-0.65598064661,0.0400998853147,,-0.0133565673605,-0.0012797228992,-0.183053553104,0.983011364937
1504629904397853855,,25022,,1504629904,397434752,world,,,-2.33995366096,-0.655905365944,0.0401182994246,,-0.0139862215146,-0.00126265268773,-0.183455049992,0.982927858829
1504629904408143257,,25023,,1504629904,407785080,world,,,-2.33995723724,-0.655902028084,0.0401270911098,,-0.0139482412487,-0.00143719778862,-0.183357074857,0.982946455479
1504629904408173522,,25024,,1504629904,407829247,world,,,-2.33992791176,-0.655963361263,0.0401024483144,,-0.0134462723508,-0.0013641982805,-0.183187350631,0.982985138893
1504629904417779428,,25025,,1504629904,417461293,world,,,-2.33994579315,-0.655895531178,0.0401284098625,,-0.0138678820804,-0.00138060690369,-0.183399155736,0.982939779758
1504629904428253680,,25026,,1504629904,427883788,world,,,-2.33993959427,-0.655959665775,0.0400890745223,,-0.0134643195197,-0.00125176645815,-0.183303281665,0.982963442802
1504629904428287625,,25027,,1504629904,427936385,world,,,-2.33995604515,-0.655898690224,0.040120292455,,-0.0139999482781,-0.00124375300948,-0.183390259743,0.982939779758
