rosbagTimestamp,time,x,y,z
1505949168614676141,0.00725054740906,0.0111954687163,0.00425966922194,0.465162932873
1505949168620852743,0.0134506225586,0.0105605851859,0.00428319303319,0.465151160955
1505949168628008599,0.0206348896027,0.0106042195112,0.00427101878449,0.465156465769
1505949168634243065,0.0268392562866,0.0106042195112,0.00427101878449,0.465156465769
1505949168641485864,0.0340852737427,0.0112036531791,0.00418230565265,0.465175777674
1505949168647742532,0.0403320789337,0.0104587543756,0.00419832346961,0.465365916491
1505949168653965938,0.0465552806854,0.0104587543756,0.00419832346961,0.465365916491
1505949168661155527,0.0537543296814,0.0110231665894,0.00430955830961,0.465165197849
1505949168667382332,0.0599875450134,0.0107376053929,0.00430679274723,0.465132832527
1505949168674604631,0.067211151123,0.0107376053929,0.00430679274723,0.465132832527
1505949168680824446,0.073422908783,0.0108010778204,0.0042937612161,0.465118169785
1505949168688030006,0.0806562900543,0.0112218940631,0.0044360794127,0.465109527111
1505949168694312474,0.086893081665,0.0112218940631,0.0044360794127,0.465109527111
1505949168701542772,0.0941350460052,0.0114354910329,0.0044349739328,0.465111553669
1505949168707774665,0.100358009338,0.0114362444729,0.00446413317695,0.465075731277
1505949168714020288,0.106601238251,0.0114362444729,0.00446413317695,0.465075731277
1505949168721281191,0.113842725754,0.0113427285105,0.00423813331872,0.465052723885
1505949168727498477,0.120059728622,0.0110638961196,0.00374261336401,0.465023070574
1505949168734689518,0.127297639847,0.0110638961196,0.00374261336401,0.465023070574
1505949168740959110,0.133542060852,0.011093034409,0.00328346178867,0.464945286512
1505949168748202610,0.140758275986,0.0121091790497,0.00272398116067,0.464714705944
1505949168754468072,0.147023200989,0.0121091790497,0.00272398116067,0.464714705944
1505949168760755409,0.153292179108,0.0145963039249,0.00144196953624,0.464314639568
1505949168768013750,0.160552501678,0.0185706298798,7.64255892136e-05,0.463583648205
1505949168774246931,0.166776418686,0.0185706298798,7.64255892136e-05,0.463583648205
1505949168781469325,0.174050331116,0.0175171047449,-0.000333492265781,0.462767988443
1505949168787685110,0.18025803566,0.0182585623115,-0.00122246821411,0.461763650179
1505949168794848965,0.187450408936,0.0182585623115,-0.00122246821411,0.461763650179
1505949168801119848,0.193681240082,0.0164085254073,-0.0013172889594,0.460798710585
1505949168807311617,0.199904680252,0.0182704329491,-0.00093270058278,0.458932816982
1505949168814572056,0.207124948502,0.0182704329491,-0.00093270058278,0.458932816982
1505949168820846746,0.213332176208,0.0174765251577,0.00123555143364,0.457089751959
1505949168827990592,0.220566511154,0.0138790681958,0.00125619326718,0.455462962389
1505949168834245614,0.226819038391,0.0138790681958,0.00125619326718,0.455462962389
1505949168841456310,0.234050273895,0.0147346947342,0.00444245897233,0.452778726816
1505949168847627961,0.240227222443,0.0152372978628,0.00443007843569,0.450256586075
1505949168854869424,0.247463464737,0.0152372978628,0.00443007843569,0.450256586075
1505949168861098482,0.253682136536,0.0135995168239,0.00578637747094,0.447314113379
1505949168867309065,0.259887695312,0.0184681881219,0.00574250519276,0.444113999605
1505949168874524372,0.267122745514,0.0184681881219,0.00574250519276,0.444113999605
